name,inChampions,num,accuracy,basePower,category,pp,priority,flags,boosts,target,type,zMove,contestType,desc,shortDesc,critRatio,isZ,isNonstandard,drain,secondary,basePowerCallback,condition,volatileStatus,self,multihit,callsMove,sideCondition,hasCrashDamage,stallingMove,selfSwitch,ignoreImmunity,overrideOffensiveStat,maxMove,recoil,weather,ignoreEvasion,ignoreDefensive,forceSwitch,selfBoost,nonGhostTarget,status,smartTarget,damage,terrain,hasSheerForceBoost,selfdestruct,pseudoWeather,onDamagePriority,breaksProtect,secondaries,ohko,willCrit,overrideOffensivePokemon,isMax,ignoreAbility,slotCondition,heal,realMove,thawsTarget,mindBlownRecoil,multiaccuracy,overrideDefensiveStat,noPPBoosts,sleepUsable,tracksTarget,stealsBoosts,struggleRecoil
Splishy Splash,,730,100,90,Special,15,0,"{'protect': 1, 'mirror': 1}",,allAdjacentFoes,Water,,Cool,Has a 30% chance to paralyze the target.,30% chance to paralyze the target.,,,LGPE,,"{'chance': 30, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spore,,147,100,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1, 'powder': 1}",,normal,Grass,{'effect': 'clearnegativeboost'},Beautiful,Causes the target to fall asleep.,Causes the target to fall asleep.,,,,,,,,,,,,,,,,,,,,,,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,
Spotlight,,671,TRUE,0,Status,15,3,"{'protect': 1, 'reflectable': 1, 'allyanim': 1, 'noassist': 1, 'failcopycat': 1}",,normal,Normal,{'boost': {'spd': 1}},Cute,"Until the end of the turn, all single-target attacks from opponents of the target are redirected to the target. Such attacks are redirected to the target before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal.",Target's foes' moves are redirected to it this turn.,,,Past,,,,"{'duration': 1, 'noCopy': True, 'onFoeRedirectTargetPriority': 2}",spotlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springtide Storm,,831,80,100,Special,5,0,"{'protect': 1, 'mirror': 1, 'wind': 1}",,allAdjacentFoes,Fairy,,,Has a 30% chance to lower the target's Attack by 1 stage.,30% chance to lower the foe(s) Attack by 1.,,,,,"{'chance': 30, 'boosts': {'atk': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stealth Rock,,446,TRUE,0,Status,20,0,"{'reflectable': 1, 'metronome': 1, 'mustpressure': 1}",,foeSide,Rock,{'boost': {'def': 1}},Cool,"Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Fails if the effect is already active on the opposing side. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",Hurts foes on switch-in. Factors Rock weakness.,,,,,,,{},,,,,stealthrock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Eruption,,592,95,110,Special,5,0,"{'protect': 1, 'mirror': 1, 'defrost': 1}",,normal,Water,,Beautiful,Has a 30% chance to burn the target. The target thaws out if it is frozen.,30% chance to burn the target. Thaws target.,,,,,"{'chance': 30, 'status': 'brn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
Steamroller,,537,100,65,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'minimize': 1}",,normal,Bug,,Tough,Has a 30% chance to make the target flinch. Damage doubles and no accuracy check is done if the target has used Minimize while active.,30% chance to make the target flinch.,,,Past,,"{'chance': 30, 'volatileStatus': 'flinch'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Beam,,796,95,140,Special,5,0,"{'protect': 1, 'mirror': 1}",,normal,Steel,,,"Whether or not this move is successful and even if it would cause fainting, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard Ability.",User loses 50% max HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Steel Roller,,798,100,130,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Steel,,,"Fails if there is no terrain active. Ends the effects of Electric Terrain, Grassy Terrain, Misty Terrain, and Psychic Terrain.",Fails if there is no terrain active. Ends the terrain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Wing,,211,90,70,Physical,25,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Steel,,Cool,Has a 10% chance to raise the user's Defense by 1 stage.,10% chance to raise the user's Defense by 1.,,,,,"{'chance': 10, 'self': {'boosts': {'def': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky Web,,564,TRUE,0,Status,20,0,"{'reflectable': 1, 'metronome': 1}",,foeSide,Bug,{'boost': {'spe': 1}},Tough,"Sets up a hazard on the opposing side of the field, lowering the Speed by 1 stage of each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Fails if the effect is already active on the opposing side. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",Lowers Speed of grounded foes by 1 on switch-in.,,,,,,,{},,,,,stickyweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockpile,,254,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}",,self,Normal,{'effect': 'heal'},Tough,Raises the user's Defense and Special Defense by 1 stage. The user's Stockpile count increases by 1. Fails if the user's Stockpile count is 3. The user's Stockpile count is reset to 0 when it is no longer active.,"Raises user's Defense, Sp. Def by 1. Max 3 uses.",,,,,,,{'noCopy': True},stockpile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoked Sparksurfer,,700,TRUE,175,Special,1,0,{},,normal,Electric,,Cool,Has a 100% chance to paralyze the target.,100% chance to paralyze the target.,,aloraichiumz,Past,,"{'chance': 100, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stomp,,23,100,65,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1, 'minimize': 1}",,normal,Normal,,Tough,Has a 30% chance to make the target flinch. Damage doubles and no accuracy check is done if the target has used Minimize while active.,30% chance to make the target flinch.,,,,,"{'chance': 30, 'volatileStatus': 'flinch'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stomping Tantrum,,707,100,75,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ground,,Tough,"Power doubles if the user's last move on the previous turn, including moves called by other moves or those used through Instruct, Magic Coat, Snatch, or the Dancer or Magic Bounce Abilities, failed to do any of its normal effects, not including damage from an unsuccessful High Jump Kick, Jump Kick, or Mind Blown, or if the user was prevented from moving by any effect other than recharging or Sky Drop. A move that was blocked by Baneful Bunker, Detect, King's Shield, Protect, Spiky Shield, Crafty Shield, Mat Block, Quick Guard, or Wide Guard will not double this move's power, nor will Bounce or Fly ending early due to the effect of Gravity, Smack Down, or Thousand Arrows.",Power doubles if the user's last move failed.,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Axe,,830,90,65,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Rock,,,"If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",Sets Stealth Rock on the target's side.,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Edge,,444,80,100,Physical,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Rock,,Tough,Has a higher chance for a critical hit.,High critical hit ratio.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stored Power,,500,100,20,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Psychic,{'basePower': 160},Clever,"Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.", + 20 power for each of the user's stat boosts.,,,,,,TRUE,,,,,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storm Throw,,480,100,60,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,,Cool,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,Always results in a critical hit.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,
Strange Steam,,790,95,90,Special,10,0,"{'protect': 1, 'mirror': 1}",,normal,Fairy,,,Has a 20% chance to confuse the target.,20% chance to confuse the target.,,,,,"{'chance': 20, 'volatileStatus': 'confusion'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength,,70,100,80,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Tough,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength Sap,,668,100,0,Status,10,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'heal': 1, 'metronome': 1}",,normal,Grass,{'boost': {'def': 1}},Cute,"Lowers the target's Attack by 1 stage. The user restores its HP equal to the target's Attack stat calculated with its stat stage before this move was used. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. Fails if the target's Attack stat stage is -6.",User heals HP=target's Atk stat. Lowers Atk by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
String Shot,,81,95,0,Status,40,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",{'spe': -2},allAdjacentFoes,Bug,{'boost': {'spe': 1}},Clever,Lowers the target's Speed by 2 stages.,Lowers the foe(s) Speed by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Struggle,,165,TRUE,50,Physical,1,0,"{'contact': 1, 'protect': 1, 'failencore': 1, 'failmefirst': 1, 'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1, 'nosketch': 1}",,randomNormal,Normal,,Tough,"Deals typeless damage to a random opposing Pokemon. If this move was successful, the user loses 1/4 of its maximum HP, rounded half up, and the Rock Head Ability does not prevent this. This move is automatically used if none of the user's known moves can be selected.",User loses 1/4 of its max HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE
Struggle Bug,,522,100,50,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Bug,,Cute,Has a 100% chance to lower the target's Special Attack by 1 stage.,100% chance to lower the foe(s) Sp. Atk by 1.,,,,,"{'chance': 100, 'boosts': {'spa': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuff Cheeks,,747,TRUE,0,Status,10,0,"{'snatch': 1, 'metronome': 1}",,self,Normal,,,"This move cannot be selected unless the user is holding a Berry. The user eats its Berry and raises its Defense by 2 stages. This effect is not prevented by the Klutz or Unnerve Abilities, or the effects of Embargo or Magic Room. Fails if the user is not holding a Berry.","Must hold Berry to use. User eats Berry, Def +2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stun Spore,,78,75,0,Status,30,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1, 'powder': 1}",,normal,Grass,{'boost': {'spd': 1}},Clever,Paralyzes the target.,Paralyzes the target.,,,,,,,,,,,,,,,,,,,,,,,,,,par,,,,,,,,,,,,,,,,,,,,,,,,,,
Submission,,66,80,80,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,,Cool,"If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.",Has 1/4 recoil.,,,Past,,,,,,,,,,,,,,,,"[1, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Substitute,,164,TRUE,0,Status,10,0,"{'snatch': 1, 'nonsky': 1, 'metronome': 1}",,self,Normal,{'effect': 'clearnegativeboost'},Cute,"The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute is removed once enough damage is inflicted on it, if the user switches out or faints, or if any Pokemon uses Tidy Up. Baton Pass can be used to transfer the substitute to an ally, and the substitute will keep its remaining HP. Until the substitute is broken, it receives damage from all attacks made by other Pokemon and shields the user from status effects and stat stage changes caused by other Pokemon. Sound-based moves and Pokemon with the Infiltrator Ability ignore substitutes. The user still takes normal damage from weather and status effects while behind its substitute. If the substitute breaks during a multi-hit attack, the user will take damage from any remaining hits. If a substitute is created while the user is trapped by a binding move, the binding effect ends immediately. Fails if the user does not have enough HP remaining to create a substitute without fainting, or if it already has a substitute.",User takes 1/4 its max HP to put in a substitute.,,,,,,,{'onTryPrimaryHitPriority': -1},substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subzero Slammer,,650,TRUE,1,Physical,1,0,{},,normal,Ice,,Cool,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,,iciumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sucker Punch,,389,100,70,Physical,5,1,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Dark,,Clever,"Fails if the target did not select a physical attack, special attack, or Me First for use this turn, or if the target moves before the user.",Usually goes first. Fails if target is not attacking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunny Day,,241,TRUE,0,Status,5,0,{'metronome': 1},,all,Fire,{'boost': {'spe': 1}},Beautiful,"For 5 turns, the weather becomes Sunny Day. The damage of Fire-type attacks is multiplied by 1.5 and the damage of Water-type attacks is multiplied by 0.5 during the effect. Lasts for 8 turns if the user is holding Heat Rock. Fails if the current weather is Sunny Day.","For 5 turns, intense sunlight powers Fire moves.",,,,,,,,,,,,,,,,,,,,sunnyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunsteel Strike,,713,100,100,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Steel,,Cool,This move and its effects ignore the Abilities of other Pokemon.,Ignores the Abilities of other Pokemon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Supercell Slam,,916,95,100,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'minimize': 1}",,normal,Electric,,,"If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage. Damage doubles and no accuracy check is done if the target has used Minimize while active.",User is hurt by 50% of its max HP if it misses.,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Fang,,162,90,0,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Tough,"Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP.",Does damage equal to 1/2 target's current HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superpower,,276,100,120,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,,Tough,Lowers the user's Attack and Defense by 1 stage.,Lowers the user's Attack and Defense by 1.,,,,,,,,,"{'boosts': {'atk': -1, 'def': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supersonic,,48,55,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Normal,{'boost': {'spe': 1}},Clever,Causes the target to become confused.,Causes the target to become confused.,,,,,,,,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supersonic Skystrike,,626,TRUE,1,Physical,1,0,{},,normal,Flying,,Cool,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,,flyiniumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surf,,57,100,90,Special,15,0,"{'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1}",,allAdjacent,Water,,Beautiful,Damage doubles if the target is using Dive.,Hits adjacent Pokemon. Double damage on Dive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surging Strikes,,818,100,25,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",,normal,Water,{'basePower': 140},,Hits three times. This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,Always results in a critical hit. Hits 3 times.,,,,,,,,,,3,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,
Swagger,,207,85,0,Status,15,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1, 'metronome': 1}",{'atk': 2},normal,Normal,{'effect': 'clearnegativeboost'},Cute,Raises the target's Attack by 2 stages and confuses it.,Raises the target's Attack by 2 and confuses it.,,,,,,,,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swallow,,256,TRUE,0,Status,10,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Normal,{'effect': 'clearnegativeboost'},Tough,"The user restores its HP based on its Stockpile count. Restores 1/4 of its maximum HP if it's 1, 1/2 of its maximum HP if it's 2, both rounded half down, and all of its HP if it's 3. Fails if the user's Stockpile count is 0. The user's Defense and Special Defense decrease by as many stages as Stockpile had increased them, and the user's Stockpile count resets to 0.",Heals the user based on uses of Stockpile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Kiss,,186,75,0,Status,10,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",,normal,Fairy,{'boost': {'spa': 1}},Cute,Causes the target to become confused.,Causes the target to become confused.,,,,,,,,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Scent,,230,100,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",{'evasion': -2},allAdjacentFoes,Normal,{'boost': {'accuracy': 1}},Cute,Lowers the target's evasiveness by 2 stages.,Lowers the foe(s) evasiveness by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swift,,129,TRUE,60,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Normal,,Cool,This move does not check accuracy.,This move does not check accuracy. Hits foes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switcheroo,,415,100,0,Status,10,0,"{'protect': 1, 'mirror': 1, 'allyanim': 1, 'noassist': 1, 'failcopycat': 1}",,normal,Dark,{'boost': {'spe': 2}},Clever,"The user swaps its held item with the target's held item. Fails if either the user or the target is holding a Mail or Z-Crystal, if neither is holding an item, if the user is trying to give or take a Mega Stone to or from the species that can Mega Evolve with it, or if the user is trying to give or take a Blue Orb, a Red Orb, a Griseous Orb, a Plate, a Drive, or a Memory to or from a Kyogre, a Groudon, a Giratina, an Arceus, a Genesect, or a Silvally, respectively. The target is immune to this move if it has the Sticky Hold Ability.",User switches its held item with the target's.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swords Dance,,14,TRUE,0,Status,20,0,"{'snatch': 1, 'dance': 1, 'metronome': 1}",{'atk': 2},self,Normal,{'effect': 'clearnegativeboost'},Beautiful,Raises the user's Attack by 2 stages.,Raises the user's Attack by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synchronoise,,485,100,120,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacent,Psychic,,Clever,The target is immune if it does not share a type with the user.,Hits adjacent Pokemon sharing the user's type.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthesis,,235,TRUE,0,Status,5,0,"{'snatch': 1, 'heal': 1, 'metronome': 1}",,self,Grass,{'effect': 'clearnegativeboost'},Clever,"The user restores 1/2 of its maximum HP if Delta Stream or no weather conditions are in effect or if the user is holding Utility Umbrella, 2/3 of its maximum HP if the weather is Desolate Land or Sunny Day, and 1/4 of its maximum HP if the weather is Primordial Sea, Rain Dance, Sandstorm, or Snow, all rounded half down.",Heals the user by a weather-dependent amount.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
