,num,name,ID,type1,type2,genderRatio,baseHP,baseAtt,baseDef,baseSpA,baseSpD,baseSpe,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,tier,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,isNonstandard,changesFrom,evoCondition,evoType,gender,gen,evoItem,evoRegion,mother,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,isCosmeticForme,requiredItems,cannotDynamax,requiredTeraType
copperajah,879,Copperajah,0879_copperajah,['Steel'],,,,,,,,,"{'hp': 122, 'atk': 130, 'def': 69, 'spa': 80, 'spd': 69, 'spe': 30}","{'0': 'Sheer Force', 'H': 'Heavy Metal'}",3,650,Green,,"['Field', 'Mineral']",NU,Cufant,34,,,G-Max Steelsurge,,,,,,,,,,,,,,,,,,,,,,,,,
copperajahgmax,879,Copperajah-Gmax,0879_copperajah-gmax,['Steel'],,,,,,,,,"{'hp': 122, 'atk': 130, 'def': 69, 'spa': 80, 'spd': 69, 'spe': 30}","{'0': 'Sheer Force', 'H': 'Heavy Metal'}",23,0,Green,,"['Field', 'Mineral']",Illegal,,,,,,Copperajah,Gmax,,Past,Copperajah,,,,,,,,,,,,,,,,,,,,
dracozolt,880,Dracozolt,0880_dracozolt,"['Electric', 'Dragon']",,,,,,,,,"{'hp': 90, 'atk': 100, 'def': 90, 'spa': 80, 'spd': 70, 'spe': 75}","{'0': 'Volt Absorb', '1': 'Hustle', 'H': 'Sand Rush'}",1.8,190,Green,,['Undiscovered'],Illegal,,,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
arctozolt,881,Arctozolt,0881_arctozolt,"['Electric', 'Ice']",,,,,,,,,"{'hp': 90, 'atk': 100, 'def': 90, 'spa': 90, 'spd': 80, 'spe': 55}","{'0': 'Volt Absorb', '1': 'Static', 'H': 'Slush Rush'}",2.3,150,Blue,,['Undiscovered'],Illegal,,,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
dracovish,882,Dracovish,0882_dracovish,"['Water', 'Dragon']",,,,,,,,,"{'hp': 90, 'atk': 90, 'def': 100, 'spa': 70, 'spd': 80, 'spe': 75}","{'0': 'Water Absorb', '1': 'Strong Jaw', 'H': 'Sand Rush'}",2.3,215,Green,,['Undiscovered'],Illegal,,,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
arctovish,883,Arctovish,0883_arctovish,"['Water', 'Ice']",,,,,,,,,"{'hp': 90, 'atk': 90, 'def': 100, 'spa': 80, 'spd': 90, 'spe': 55}","{'0': 'Water Absorb', '1': 'Ice Body', 'H': 'Slush Rush'}",2,175,Blue,,['Undiscovered'],Illegal,,,,,,,,,Past,,,,N,,,,,,,,,,,,,,,,,
duraludon,884,Duraludon,0884_duraludon,"['Steel', 'Dragon']",,,,,,,,,"{'hp': 70, 'atk': 95, 'def': 115, 'spa': 120, 'spd': 50, 'spe': 85}","{'0': 'Light Metal', '1': 'Heavy Metal', 'H': 'Stalwart'}",1.8,40,White,['Archaludon'],"['Mineral', 'Dragon']",NU,,,,,G-Max Depletion,,,,,,,,,,,,,,,,,,,,,,,,,
duraludongmax,884,Duraludon-Gmax,0884_duraludon-gmax,"['Steel', 'Dragon']",,,,,,,,,"{'hp': 70, 'atk': 95, 'def': 115, 'spa': 120, 'spd': 50, 'spe': 85}","{'0': 'Light Metal', '1': 'Heavy Metal', 'H': 'Stalwart'}",43,0,White,,"['Mineral', 'Dragon']",Illegal,,,,,,Duraludon,Gmax,,Past,Duraludon,,,,,,,,,,,,,,,,,,,,
dreepy,885,Dreepy,0885_dreepy,"['Dragon', 'Ghost']",,,,,,,,,"{'hp': 28, 'atk': 60, 'def': 30, 'spa': 40, 'spd': 30, 'spe': 82}","{'0': 'Clear Body', '1': 'Infiltrator', 'H': 'Cursed Body'}",0.5,2,Green,['Drakloak'],"['Amorphous', 'Dragon']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drakloak,886,Drakloak,0886_drakloak,"['Dragon', 'Ghost']",,,,,,,,,"{'hp': 68, 'atk': 80, 'def': 50, 'spa': 60, 'spd': 50, 'spe': 102}","{'0': 'Clear Body', '1': 'Infiltrator', 'H': 'Cursed Body'}",1.4,11,Green,['Dragapult'],"['Amorphous', 'Dragon']",NFE,Dreepy,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragapult,887,Dragapult,0887_dragapult,"['Dragon', 'Ghost']",,,,,,,,,"{'hp': 88, 'atk': 120, 'def': 75, 'spa': 100, 'spd': 75, 'spe': 142}","{'0': 'Clear Body', '1': 'Infiltrator', 'H': 'Cursed Body'}",3,50,Green,,"['Amorphous', 'Dragon']",OU,Drakloak,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zacian,888,Zacian,0888_zacian,['Fairy'],,,,,,,,,"{'hp': 92, 'atk': 120, 'def': 115, 'spa': 80, 'spd': 115, 'spe': 138}",{'0': 'Intrepid Sword'},2.8,110,Blue,,['Undiscovered'],Uber,,,['Zacian-Crowned'],"['Zacian', 'Zacian-Crowned']",,,,,,,,,N,,,,,,,['Restricted Legendary'],Hero,,,,,,,,TRUE,
zaciancrowned,888,Zacian-Crowned,0888_zacian-crowned,"['Fairy', 'Steel']",,,,,,,,,"{'hp': 92, 'atk': 150, 'def': 115, 'spa': 80, 'spd': 115, 'spe': 148}",{'0': 'Intrepid Sword'},2.8,355,Blue,,['Undiscovered'],Uber,,,,,,Zacian,Crowned,Rusted Sword,,,,,N,,,,,,,,,,,,Zacian,,,,TRUE,
zamazenta,889,Zamazenta,0889_zamazenta,['Fighting'],,,,,,,,,"{'hp': 92, 'atk': 120, 'def': 115, 'spa': 80, 'spd': 115, 'spe': 138}",{'0': 'Dauntless Shield'},2.9,210,Red,,['Undiscovered'],OU,,,['Zamazenta-Crowned'],"['Zamazenta', 'Zamazenta-Crowned']",,,,,,,,,N,,,,,,,['Restricted Legendary'],Hero,,,,,,,,TRUE,
zamazentacrowned,889,Zamazenta-Crowned,0889_zamazenta-crowned,"['Fighting', 'Steel']",,,,,,,,,"{'hp': 92, 'atk': 120, 'def': 140, 'spa': 80, 'spd': 140, 'spe': 128}",{'0': 'Dauntless Shield'},2.9,785,Red,,['Undiscovered'],Uber,,,,,,Zamazenta,Crowned,Rusted Shield,,,,,N,,,,,,,,,,,,Zamazenta,,,,TRUE,
eternatus,890,Eternatus,0890_eternatus,"['Poison', 'Dragon']",,,,,,,,,"{'hp': 140, 'atk': 85, 'def': 95, 'spa': 145, 'spd': 95, 'spe': 130}",{'0': 'Pressure'},20,950,Purple,,['Undiscovered'],Uber,,,['Eternatus-Eternamax'],"['Eternatus', 'Eternatus-Eternamax']",,,,,,,,,N,,,,,,,['Restricted Legendary'],,,,,,,,,TRUE,
eternatuseternamax,890,Eternatus-Eternamax,0890_eternatus-eternamax,"['Poison', 'Dragon']",,,,,,,,,"{'hp': 255, 'atk': 115, 'def': 250, 'spa': 125, 'spd': 250, 'spe': 130}",{'0': 'Pressure'},100,0,Purple,,['Undiscovered'],Illegal,,,,,,Eternatus,Eternamax,,Past,,,,N,,,,,,,,,,,,,,,,TRUE,
kubfu,891,Kubfu,0891_kubfu,['Fighting'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 60, 'atk': 90, 'def': 60, 'spa': 53, 'spd': 50, 'spe': 72}",{'0': 'Inner Focus'},0.6,12,Gray,"['Urshifu', 'Urshifu-Rapid-Strike']",['Undiscovered'],NFE,,,,,,,,,,,,,,,,,,,,['Sub-Legendary'],,,,,,,,,,
urshifu,892,Urshifu,0892_urshifu,"['Fighting', 'Dark']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 100, 'atk': 130, 'def': 100, 'spa': 63, 'spd': 60, 'spe': 97}",{'0': 'Unseen Fist'},1.9,105,Gray,,['Undiscovered'],Uber,Kubfu,,['Urshifu-Rapid-Strike'],"['Urshifu', 'Urshifu-Rapid-Strike']",G-Max One Blow,,,,,,Defeat the Single Strike Tower,other,,,,,,,,['Sub-Legendary'],Single-Strike,,,,,,,,,
urshifurapidstrike,892,Urshifu-Rapid-Strike,0892_urshifu-rapid-strike,"['Fighting', 'Water']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 100, 'atk': 130, 'def': 100, 'spa': 63, 'spd': 60, 'spe': 97}",{'0': 'Unseen Fist'},1.9,105,Gray,,['Undiscovered'],Uber,Kubfu,,,,G-Max Rapid Flow,Urshifu,Rapid-Strike,,,,Defeat the Rapid Strike Tower,other,,,,,,,,,,,,,,,,,,
urshifugmax,892,Urshifu-Gmax,0892_urshifu-gmax,"['Fighting', 'Dark']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 100, 'atk': 130, 'def': 100, 'spa': 63, 'spd': 60, 'spe': 97}",{'0': 'Unseen Fist'},29,0,Gray,,['Undiscovered'],Illegal,,,,,,Urshifu,Gmax,,Past,Urshifu,,,,,,,,,,,,,,,,,,,,
urshifurapidstrikegmax,892,Urshifu-Rapid-Strike-Gmax,0892_urshifu-rapid-strike-gmax,"['Fighting', 'Water']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 100, 'atk': 130, 'def': 100, 'spa': 63, 'spd': 60, 'spe': 97}",{'0': 'Unseen Fist'},26,0,Gray,,['Undiscovered'],Illegal,,,,,,Urshifu,Rapid-Strike-Gmax,,Past,Urshifu-Rapid-Strike,,,,,,,,,,,,,,,Urshifu-Rapid-Strike,,,,,
zarude,893,Zarude,0893_zarude,"['Dark', 'Grass']",,,,,,,,,"{'hp': 105, 'atk': 120, 'def': 105, 'spa': 70, 'spd': 95, 'spe': 105}",{'0': 'Leaf Guard'},1.8,70,Black,,['Undiscovered'],UUBL,,,['Zarude-Dada'],"['Zarude', 'Zarude-Dada']",,,,,,,,,N,,,,,,,['Mythical'],,,,,,,,,,
zarudedada,893,Zarude-Dada,0893_zarude-dada,"['Dark', 'Grass']",,,,,,,,,"{'hp': 105, 'atk': 120, 'def': 105, 'spa': 70, 'spd': 95, 'spe': 105}",{'0': 'Leaf Guard'},1.8,70,Black,,['Undiscovered'],,,,,,,Zarude,Dada,,,,,,N,,,,,,,,,,,,,,,,,
regieleki,894,Regieleki,0894_regieleki,['Electric'],,,,,,,,,"{'hp': 80, 'atk': 100, 'def': 50, 'spa': 100, 'spd': 50, 'spe': 200}",{'0': 'Transistor'},1.2,145,Yellow,,['Undiscovered'],Uber,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
regidrago,895,Regidrago,0895_regidrago,['Dragon'],,,,,,,,,"{'hp': 200, 'atk': 100, 'def': 50, 'spa': 100, 'spd': 50, 'spe': 80}","{'0': ""Dragon's Maw""}",2.1,200,Green,,['Undiscovered'],NUBL,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
glastrier,896,Glastrier,0896_glastrier,['Ice'],,,,,,,,,"{'hp': 100, 'atk': 145, 'def': 130, 'spa': 65, 'spd': 110, 'spe': 30}",{'0': 'Chilling Neigh'},2.2,800,White,,['Undiscovered'],ZU,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
spectrier,897,Spectrier,0897_spectrier,['Ghost'],,,,,,,,,"{'hp': 100, 'atk': 65, 'def': 60, 'spa': 145, 'spd': 80, 'spe': 130}",{'0': 'Grim Neigh'},2,44.5,Black,,['Undiscovered'],Uber,,,,,,,,,,,,,N,,,,,,,['Sub-Legendary'],,,,,,,,,,
calyrex,898,Calyrex,0898_calyrex,"['Psychic', 'Grass']",,,,,,,,,"{'hp': 100, 'atk': 80, 'def': 80, 'spa': 80, 'spd': 80, 'spe': 80}",{'0': 'Unnerve'},1.1,7.7,Green,,['Undiscovered'],ZU,,,"['Calyrex-Ice', 'Calyrex-Shadow']","['Calyrex', 'Calyrex-Ice', 'Calyrex-Shadow']",,,,,,,,,N,,,,,,,['Restricted Legendary'],,,,,,,,,,
calyrexice,898,Calyrex-Ice,0898_calyrex-ice,"['Psychic', 'Ice']",,,,,,,,,"{'hp': 100, 'atk': 165, 'def': 150, 'spa': 85, 'spd': 130, 'spe': 50}",{'0': 'As One (Glastrier)'},2.4,809.1,White,,['Undiscovered'],Uber,,,,,,Calyrex,Ice,,,Calyrex,,,N,,,,,,,,,,,,,,,,,
calyrexshadow,898,Calyrex-Shadow,0898_calyrex-shadow,"['Psychic', 'Ghost']",,,,,,,,,"{'hp': 100, 'atk': 85, 'def': 80, 'spa': 165, 'spd': 100, 'spe': 150}",{'0': 'As One (Spectrier)'},2.4,53.6,Black,,['Undiscovered'],AG,,,,,,Calyrex,Shadow,,,Calyrex,,,N,,,,,,,,,,,,,,,,,
wyrdeer,899,Wyrdeer,0899_wyrdeer,"['Normal', 'Psychic']",,,,,,,,,"{'hp': 103, 'atk': 105, 'def': 72, 'spa': 105, 'spd': 75, 'spe': 65}","{'0': 'Intimidate', '1': 'Frisk', 'H': 'Sap Sipper'}",1.8,95.1,Gray,,['Field'],ZU,Stantler,,,,,,,,,,Use Agile style Psyshield Bash 20 times,other,,,,,,,,,,,,,,,,,,
kleavor,900,Kleavor,0900_kleavor,"['Bug', 'Rock']",,,,,,,,,"{'hp': 70, 'atk': 135, 'def': 95, 'spa': 45, 'spd': 70, 'spe': 85}","{'0': 'Swarm', '1': 'Sheer Force', 'H': 'Sharpness'}",1.8,89,Brown,,['Bug'],RU,Scyther,,,,,,,,,,Black Augurite,useItem,,,,,,,,,,,,,,,,,,
ursaluna,901,Ursaluna,0901_ursaluna,"['Ground', 'Normal']",,,,,,,,,"{'hp': 130, 'atk': 140, 'def': 105, 'spa': 45, 'spd': 80, 'spe': 50}","{'0': 'Guts', '1': 'Bulletproof', 'H': 'Unnerve'}",2.4,290,Brown,,['Field'],UUBL,Ursaring,,['Ursaluna-Bloodmoon'],"['Ursaluna', 'Ursaluna-Bloodmoon']",,,,,,,Peat Block when there's a full moon,other,,,,,,,,,,,,,,,,,,
ursalunabloodmoon,901,Ursaluna-Bloodmoon,0901_ursaluna-bloodmoon,"['Ground', 'Normal']",,,,,,,,,"{'hp': 113, 'atk': 70, 'def': 120, 'spa': 135, 'spd': 65, 'spe': 52}","{'0': ""Mind's Eye""}",2.7,333,Brown,,['Field'],Uber,,,,,,Ursaluna,Bloodmoon,,,,,,M,9,,,,,,,,,,,,,,,,
basculegion,902,Basculegion,0902_basculegion,"['Water', 'Ghost']",,,,,,,,,"{'hp': 120, 'atk': 112, 'def': 65, 'spa': 80, 'spd': 75, 'spe': 78}","{'0': 'Swift Swim', '1': 'Adaptability', 'H': 'Mold Breaker'}",3,110,Green,,['Water 2'],NU,Basculin-White-Striped,,['Basculegion-F'],"['Basculegion', 'Basculegion-F']",,,,,,,Receive 294+ recoil without fainting,other,M,,,,,,,,M,,,,,,,,,
basculegionf,902,Basculegion-F,0902_basculegion-f,"['Water', 'Ghost']",,,,,,,,,"{'hp': 120, 'atk': 92, 'def': 65, 'spa': 100, 'spd': 75, 'spe': 78}","{'0': 'Swift Swim', '1': 'Adaptability', 'H': 'Mold Breaker'}",3,110,Green,,['Water 2'],RU,Basculin-White-Striped,,,,,Basculegion,F,,,,Receive 294+ recoil without fainting,other,F,,,,,,,,,,,,,,,,,
sneasler,903,Sneasler,0903_sneasler,"['Fighting', 'Poison']",,,,,,,,,"{'hp': 80, 'atk': 130, 'def': 60, 'spa': 40, 'spd': 80, 'spe': 120}","{'0': 'Pressure', '1': 'Unburden', 'H': 'Poison Touch'}",1.3,43,Blue,,['Field'],Uber,Sneasel-Hisui,,,,,,,,,,during the day,levelHold,,,Razor Claw,,,,,,,,,,,,,,,
overqwil,904,Overqwil,0904_overqwil,"['Dark', 'Poison']",,,,,,,,,"{'hp': 85, 'atk': 115, 'def': 95, 'spa': 65, 'spd': 65, 'spe': 85}","{'0': 'Poison Point', '1': 'Swift Swim', 'H': 'Intimidate'}",2.5,60.5,Black,,['Water 2'],NU,Qwilfish-Hisui,,,,,,,,,,Use Strong style Barb Barrage 20 times,other,,,,,,,,,,,,,,,,,,
enamorus,905,Enamorus,0905_enamorus,"['Fairy', 'Flying']",,,,,,,,,"{'hp': 74, 'atk': 115, 'def': 70, 'spa': 135, 'spd': 80, 'spe': 106}","{'0': 'Cute Charm', 'H': 'Contrary'}",1.6,48,Pink,,['Undiscovered'],OU,,,['Enamorus-Therian'],"['Enamorus', 'Enamorus-Therian']",,,,,,,,,F,,,,,,,['Sub-Legendary'],Incarnate,,,,,,,,,
enamorustherian,905,Enamorus-Therian,0905_enamorus-therian,"['Fairy', 'Flying']",,,,,,,,,"{'hp': 74, 'atk': 115, 'def': 110, 'spa': 135, 'spd': 100, 'spe': 46}",{'0': 'Overcoat'},1.6,48,Pink,,['Undiscovered'],RUBL,,,,,,Enamorus,Therian,,,Enamorus,,,F,,,,,,,,,,,,,,,,,
sprigatito,906,Sprigatito,0906_sprigatito,['Grass'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 40, 'atk': 61, 'def': 54, 'spa': 45, 'spd': 45, 'spe': 65}","{'0': 'Overgrow', 'H': 'Protean'}",0.4,4.1,Green,['Floragato'],"['Field', 'Grass']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floragato,907,Floragato,0907_floragato,['Grass'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 61, 'atk': 80, 'def': 63, 'spa': 60, 'spd': 63, 'spe': 83}","{'0': 'Overgrow', 'H': 'Protean'}",0.9,12.2,Green,['Meowscarada'],"['Field', 'Grass']",NFE,Sprigatito,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meowscarada,908,Meowscarada,0908_meowscarada,"['Grass', 'Dark']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 76, 'atk': 110, 'def': 70, 'spa': 81, 'spd': 70, 'spe': 123}","{'0': 'Overgrow', 'H': 'Protean'}",1.5,31.2,Green,,"['Field', 'Grass']",UUBL,Floragato,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuecoco,909,Fuecoco,0909_fuecoco,['Fire'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 67, 'atk': 45, 'def': 59, 'spa': 63, 'spd': 40, 'spe': 36}","{'0': 'Blaze', 'H': 'Unaware'}",0.4,9.8,Red,['Crocalor'],['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crocalor,910,Crocalor,0910_crocalor,['Fire'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 81, 'atk': 55, 'def': 78, 'spa': 90, 'spd': 58, 'spe': 49}","{'0': 'Blaze', 'H': 'Unaware'}",1,30.7,Red,['Skeledirge'],['Field'],NFE,Fuecoco,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skeledirge,911,Skeledirge,0911_skeledirge,"['Fire', 'Ghost']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 104, 'atk': 75, 'def': 100, 'spa': 110, 'spd': 75, 'spe': 66}","{'0': 'Blaze', 'H': 'Unaware'}",1.6,326.5,Red,,['Field'],UU,Crocalor,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaxly,912,Quaxly,0912_quaxly,['Water'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 55, 'atk': 65, 'def': 45, 'spa': 50, 'spd': 45, 'spe': 50}","{'0': 'Torrent', 'H': 'Moxie'}",0.5,6.1,Blue,['Quaxwell'],"['Flying', 'Water 1']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaxwell,913,Quaxwell,0913_quaxwell,['Water'],,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 70, 'atk': 85, 'def': 65, 'spa': 65, 'spd': 60, 'spe': 65}","{'0': 'Torrent', 'H': 'Moxie'}",1.2,21.5,Blue,['Quaquaval'],"['Flying', 'Water 1']",NFE,Quaxly,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaquaval,914,Quaquaval,0914_quaquaval,"['Water', 'Fighting']",,"{'M': 0.875, 'F': 0.125}",,,,,,,"{'hp': 85, 'atk': 120, 'def': 80, 'spa': 85, 'spd': 75, 'spe': 85}","{'0': 'Torrent', 'H': 'Moxie'}",1.8,61.9,Blue,,"['Flying', 'Water 1']",UUBL,Quaxwell,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lechonk,915,Lechonk,0915_lechonk,['Normal'],,,,,,,,,"{'hp': 54, 'atk': 45, 'def': 40, 'spa': 35, 'spd': 45, 'spe': 35}","{'0': 'Aroma Veil', '1': 'Gluttony', 'H': 'Thick Fat'}",0.5,10.2,Gray,"['Oinkologne', 'Oinkologne-F']",['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oinkologne,916,Oinkologne,0916_oinkologne,['Normal'],,,,,,,,,"{'hp': 110, 'atk': 100, 'def': 75, 'spa': 59, 'spd': 80, 'spe': 65}","{'0': 'Lingering Aroma', '1': 'Gluttony', 'H': 'Thick Fat'}",1,120,Gray,,['Field'],ZU,Lechonk,18,['Oinkologne-F'],"['Oinkologne', 'Oinkologne-F']",,,,,,,,,M,,,,,,,,M,,,,,,,,,
oinkolognef,916,Oinkologne-F,0916_oinkologne-f,['Normal'],,,,,,,,,"{'hp': 115, 'atk': 90, 'def': 70, 'spa': 59, 'spd': 90, 'spe': 65}","{'0': 'Aroma Veil', '1': 'Gluttony', 'H': 'Thick Fat'}",1,120,Brown,,['Field'],ZU,Lechonk,18,,,,Oinkologne,F,,,,,,F,,,,,,,,,,,,,,,,,
tarountula,917,Tarountula,0917_tarountula,['Bug'],,,,,,,,,"{'hp': 35, 'atk': 41, 'def': 45, 'spa': 29, 'spd': 40, 'spe': 20}","{'0': 'Insomnia', 'H': 'Stakeout'}",0.3,4,White,['Spidops'],['Bug'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spidops,918,Spidops,0918_spidops,['Bug'],,,,,,,,,"{'hp': 60, 'atk': 79, 'def': 92, 'spa': 52, 'spd': 86, 'spe': 35}","{'0': 'Insomnia', 'H': 'Stakeout'}",1,16.5,Green,,['Bug'],ZU,Tarountula,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nymble,919,Nymble,0919_nymble,['Bug'],,,,,,,,,"{'hp': 33, 'atk': 46, 'def': 40, 'spa': 21, 'spd': 25, 'spe': 45}","{'0': 'Swarm', 'H': 'Tinted Lens'}",0.2,1,Gray,['Lokix'],['Bug'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lokix,920,Lokix,0920_lokix,"['Bug', 'Dark']",,,,,,,,,"{'hp': 71, 'atk': 102, 'def': 78, 'spa': 52, 'spd': 55, 'spe': 92}","{'0': 'Swarm', 'H': 'Tinted Lens'}",1,17.5,Gray,,['Bug'],UU,Nymble,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmi,921,Pawmi,0921_pawmi,['Electric'],,,,,,,,,"{'hp': 45, 'atk': 50, 'def': 20, 'spa': 40, 'spd': 25, 'spe': 60}","{'0': 'Static', '1': 'Natural Cure', 'H': 'Iron Fist'}",0.3,2.5,Yellow,['Pawmo'],['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmo,922,Pawmo,0922_pawmo,"['Electric', 'Fighting']",,,,,,,,,"{'hp': 60, 'atk': 75, 'def': 40, 'spa': 50, 'spd': 40, 'spe': 85}","{'0': 'Volt Absorb', '1': 'Natural Cure', 'H': 'Iron Fist'}",0.4,6.5,Yellow,['Pawmot'],['Field'],NFE,Pawmi,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmot,923,Pawmot,0923_pawmot,"['Electric', 'Fighting']",,,,,,,,,"{'hp': 70, 'atk': 115, 'def': 70, 'spa': 70, 'spd': 60, 'spe': 105}","{'0': 'Volt Absorb', '1': 'Natural Cure', 'H': 'Iron Fist'}",0.9,41,Yellow,,['Field'],PU,Pawmo,,,,,,,,,,walk 1000 steps in Let's Go,other,,,,,,,,,,,,,,,,,,
tandemaus,924,Tandemaus,0924_tandemaus,['Normal'],,,,,,,,,"{'hp': 50, 'atk': 50, 'def': 45, 'spa': 40, 'spd': 45, 'spe': 75}","{'0': 'Run Away', '1': 'Pickup', 'H': 'Own Tempo'}",0.3,1.8,White,"['Maushold', 'Maushold-Four']","['Field', 'Fairy']",LC,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,
maushold,925,Maushold,0925_maushold,['Normal'],,,,,,,,,"{'hp': 74, 'atk': 75, 'def': 70, 'spa': 65, 'spd': 75, 'spe': 111}","{'0': 'Friend Guard', '1': 'Cheek Pouch', 'H': 'Technician'}",0.3,2.3,White,,"['Field', 'Fairy']",RU,Tandemaus,25,['Maushold-Four'],"['Maushold', 'Maushold-Four']",,,,,,,,,N,,,,,,,,Three,,,,,,,,,
mausholdfour,925,Maushold-Four,0925_maushold-four,['Normal'],,,,,,,,,"{'hp': 74, 'atk': 75, 'def': 70, 'spa': 65, 'spd': 75, 'spe': 111}","{'0': 'Friend Guard', '1': 'Cheek Pouch', 'H': 'Technician'}",0.3,2.8,White,,"['Field', 'Fairy']",,Tandemaus,25,,,,Maushold,Four,,,,,,N,,,,,,,,,,,,,,,,,
fidough,926,Fidough,0926_fidough,['Fairy'],,,,,,,,,"{'hp': 37, 'atk': 55, 'def': 70, 'spa': 30, 'spd': 55, 'spe': 65}","{'0': 'Own Tempo', 'H': 'Klutz'}",0.3,10.9,Yellow,['Dachsbun'],"['Field', 'Mineral']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dachsbun,927,Dachsbun,0927_dachsbun,['Fairy'],,,,,,,,,"{'hp': 57, 'atk': 80, 'def': 115, 'spa': 50, 'spd': 80, 'spe': 95}","{'0': 'Well-Baked Body', 'H': 'Aroma Veil'}",0.5,14.9,Brown,,"['Field', 'Mineral']",ZU,Fidough,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoliv,928,Smoliv,0928_smoliv,"['Grass', 'Normal']",,,,,,,,,"{'hp': 41, 'atk': 35, 'def': 45, 'spa': 58, 'spd': 51, 'spe': 30}","{'0': 'Early Bird', 'H': 'Harvest'}",0.3,6.5,Green,['Dolliv'],['Grass'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolliv,929,Dolliv,0929_dolliv,"['Grass', 'Normal']",,,,,,,,,"{'hp': 52, 'atk': 53, 'def': 60, 'spa': 78, 'spd': 78, 'spe': 33}","{'0': 'Early Bird', 'H': 'Harvest'}",0.6,11.9,Green,['Arboliva'],['Grass'],NFE,Smoliv,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arboliva,930,Arboliva,0930_arboliva,"['Grass', 'Normal']",,,,,,,,,"{'hp': 78, 'atk': 69, 'def': 90, 'spa': 125, 'spd': 109, 'spe': 39}","{'0': 'Seed Sower', 'H': 'Harvest'}",1.4,48.2,Green,,['Grass'],ZU,Dolliv,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
squawkabilly,931,Squawkabilly,0931_squawkabilly,"['Normal', 'Flying']",,,,,,,,,"{'hp': 82, 'atk': 96, 'def': 51, 'spa': 45, 'spd': 51, 'spe': 92}","{'0': 'Intimidate', '1': 'Hustle', 'H': 'Guts'}",0.6,2.4,Green,,['Flying'],ZU,,,"['Squawkabilly-Blue', 'Squawkabilly-Yellow', 'Squawkabilly-White']","['Squawkabilly', 'Squawkabilly-Blue', 'Squawkabilly-Yellow', 'Squawkabilly-White']",,,,,,,,,,,,,,,,,Green,,,,,,,,,
